drug_name,side_effects,medical_condition
Riabni,"confusion, memory problems, changes mental state; weakness one side body; vision changes; problems speech walking. Call doctor side effects, even occur several months receive Riabni, treatment ends. painful skin mouth sores, severe skin rash blistering, peeling, pus; redness, warmth, swelling skin; severe stomach pain, vomiting , constipation , bloody tarry stools; irregular heartbeats, chest pain pressure, pain spreading jaw shoulder; tiredness jaundice (yellowing skin eyes); signs infection--fever, chills, cold flu symptoms, cough, sore throat, mouth sores, headache , earache, pain burning urinate; signs tumor cell breakdown--confusion, weakness, muscle cramps, nausea , vomiting, fast slow heart rate , decreased urination, tingling hands feet around mouth. Common side effects Riabni may include: low white red blood cells (fever, chills, body aches, pale skin, unusual tiredness, infections); nausea, diarrhea ; swelling hands feet; headache, weakness; painful urination; muscle spasms; depressed mood; cold symptoms stuffy nose, sneezing, sore throat.",Rheumatoid Arthritis
sarilumab,"hives ; chest pain, difficult breathing, feeling like might pass out; swelling face, lips, tongue, throat. Serious sometimes fatal infections may occur treatment sarilumab. Stop using sarilumab call doctor right away signs infection as: fever, chills, sweating, body aches; cough bloody mucus; feeling short breath; diarrhea, stomach pain, weight loss; sores skin; pain burning urinate; feeling tired. Also call doctor signs perforation (a hole tear) stomach intestines : fever; ongoing stomach pain; change bowel habits. Common side effects sarilumab may include: runny stuffy nose, sinus pain, sore throat ; abnormal liver function tests ; painful urination; skin redness injection given.",Rheumatoid Arthritis
clozapine,"fever, flu-like symptoms, extreme weakness; mouth sores, skin sores; new worsening cough, trouble breathing; pain burning urinate; vaginal itching discharge. Further doses may delayed infection clears up. High doses long-term use clozapine cause serious movement disorder may reversible. The longer use clozapine, likely develop disorder, especially woman older adult. Clozapine increase risk seizure, especially high doses. Avoid activity could dangerous seizure lose consciousness. Call doctor have: uncontrolled muscle movements face (chewing, lip smacking, frowning, tongue movement, blinking eye movement); seizure (blackout-out convulsions); severe constipation; dry hard bowel movements, painful gas; nausea , vomiting , stomach pain bloating ; heart problems - chest pain, fast pounding heartbeats, fluttering chest, slow heartbeats, shortness breath, sudden dizziness (like might pass out); liver problems - loss appetite, stomach pain (upper right side), tiredness, itching, dark urine, clay-colored stools, jaundice (yellowing skin eyes); severe nervous system reaction - stiff (rigid) muscles, high fever, sweating, confusion, fast uneven heartbeats, tremors, feeling like might pass out; signs blood clot lung - chest pain, sudden cough, wheezing, rapid breathing, coughing blood . Untreated constipation may lead serious bowel complications, hospitalization, death. Tell doctor right away bowel movements least 3 times per week. Common clozapine side effects may include: weight gain; dizziness, tremor; fast heart rate ; headache , drowsiness; nausea, constipation; dry mouth, increased salivation; vision problems; fever, increased sweating.",Schizophrenia
Fanapt,"hives ; difficult breathing; swelling face, lips, tongue, throat. High doses long-term use Fanapt cause serious movement disorder may reversible. The longer use iloperidone, likely develop disorder, especially older adult. To make sure medicine safe you, tell doctor have: fast pounding heartbeats, fluttering chest; light-headed feeling, like might pass out; uncontrolled muscle movements face (chewing, lip smacking, frowning, tongue movement, blinking eye movement); tremors, slow muscle movement, muscles pain stiffness; confusion, agitation , thoughts hurting yourself; loss bladder control; penis erection painful lasts 4 hours longer; high blood sugar - increased thirst, increased urination, dry mouth, fruity breath odor; low white blood cell counts - fever, chills, sore throat , mouth sores, skin sores, cough, trouble breathing; severe nervous system reaction - stiff (rigid) muscles, high fever, sweating, confusion, fast uneven heartbeats, tremors, feeling like might pass out; Older adults may likely side effects medicine. Common Fanapt side effects may include: weight gain; dizziness, drowsiness, tired feeling; dry mouth, stuffy nose; fast heart rate .",Schizophrenia
Aristada,"uncontrolled muscle movements face (chewing, lip smacking, frowning, tongue movement, blinking eye movement); feeling uncomfortably warm hot; trouble swallowing; seizure; severe nervous system reaction - stiff (rigid) muscles, high fever, sweating, confusion, fast uneven heartbeats, tremors, feeling like might pass out; low blood cell counts - sudden weakness ill feeling, fever, chills, sore throat, painful mouth sores, swollen gums, skin sores, cold flu symptoms, cough, trouble breathing; high blood sugar - increased thirst, increased urination, hunger, dry mouth, fruity breath odor. You may increased sexual urges, unusual urges gamble, intense urges using medicine. Talk doctor occurs. Common Aristada side effects may include: feeling restless; pain injection given; weight gain; drowsiness.",Schizophrenia
Clozaril,"fever, flu-like symptoms, extreme weakness; mouth sores, skin sores; new worsening cough, trouble breathing; pain burning urinate; vaginal itching discharge. Further doses may delayed infection clears up. High doses long-term use Clozaril cause serious movement disorder may reversible. The longer use Clozaril, likely develop disorder, especially woman older adult. Clozapine increase risk seizure, especially high doses. Avoid activity could dangerous seizure lose consciousness. Call doctor have: uncontrolled muscle movements face (chewing, lip smacking, frowning, tongue movement, blinking eye movement); seizure (blackout-out convulsions); severe constipation; dry hard bowel movements, painful gas; nausea , vomiting , stomach pain bloating ; heart problems - chest pain, fast pounding heartbeats, fluttering chest, slow heartbeats, shortness breath, sudden dizziness (like might pass out); liver problems - loss appetite, stomach pain (upper right side), tiredness, itching, dark urine, clay-colored stools, jaundice (yellowing skin eyes); severe nervous system reaction - stiff (rigid) muscles, high fever, sweating, confusion, fast uneven heartbeats, tremors, feeling like might pass out; signs blood clot lung - chest pain, sudden cough, wheezing, rapid breathing, coughing blood . Untreated constipation may lead serious bowel complications, hospitalization, death. Tell doctor right away bowel movements least 3 times per week. Common Clozaril side effects may include: weight gain; dizziness, tremor; fast heart rate ; headache , drowsiness; nausea, constipation; dry mouth, increased salivation; vision problems; fever, increased sweating.",Schizophrenia
Invega,"hives ; difficulty breathing; swelling face, lips, tongue, throat. Stop taking Invega call doctor signs serious movement disorder: tremors shaking arms legs; uncontrolled muscle movements face (chewing, lip smacking, frowning, tongue movement, blinking eye movement); new unusual muscle movements cannot control. Call doctor have: fast pounding heartbeats, fluttering chest, shortness breath, sudden dizziness (like might pass out); breast swelling (in women men), nipple discharge; changes menstrual periods; impotence , penis erection painful lasts 4 hours longer; weight gain; low white blood cell counts - fever, chills, mouth sores, skin sores, sore throat , cough, trouble breathing; high blood sugar - increased thirst, increased urination, hunger, fruity breath odor; severe nervous system reaction - stiff (rigid) muscles, high fever, fast pounding heartbeats, fainting. Common Invega side effects may include: drowsiness; anxiety ; muscle stiffness, tremors shaking; uncontrolled muscle movements, trouble walking, balance, speech; weight gain; upset stomach , constipation ; fast heart rate ; stuffy nose, sore throat.",Schizophrenia
chlorpromazine,"hives ; difficult breathing; swelling face, lips, tongue, throat. Long-term use chlorpromazine cause serious movement disorder may reversible. The longer use chlorpromazine, likely develop disorder, especially older adult. Chlorpromazine may cause serious side effects. Call doctor have: uncontrolled muscle movements face (chewing, lip smacking, frowning, tongue movement, blinking eye movement); stiffness neck, tightness throat, trouble breathing swallowing; light-headed feeling, like might pass out; confusion, agitation , feeling jittery, trouble sleeping; weakness; breast swelling discharge; seizure; jaundice (yellowing skin eyes); low white blood cell counts--fever, chills, mouth sores, skin sores, sore throat , cough, trouble breathing, feeling light-headed; severe nervous system reaction--very stiff (rigid) muscles, high fever, sweating, confusion, fast uneven heartbeats, tremors, feeling like might pass out. Some side effects may likely older adults. Common side effects chlorpromazine may include: drowsiness; dry mouth stuffy nose; blurred vision; constipation ; impotence , trouble orgasm.",Schizophrenia
Invega Sustenna,"hives ; difficult breathing; swelling face, lips, tongue, throat. Tell doctor right away signs serious movement disorder: tremors shaking arms legs; uncontrolled muscle movements face (chewing, lip smacking, frowning, tongue movement, blinking eye movement); new unusual muscle movements cannot control. Call doctor have: fast pounding heartbeats, fluttering chest, shortness breath, sudden dizziness (like might pass out); trouble swallowing; seizure (convulsions); breast swelling (in women men), nipple discharge; changes menstrual periods; impotence , penis erection painful lasts 4 hours longer; weight gain; fever, chills, sore throat , mouth sores, feeling light-headed; high blood sugar - increased thirst, increased urination, hunger, fruity breath odor; severe nervous system reaction - stiff (rigid) muscles, high fever, fast pounding heartbeats, fainting. Common Invega Sustenna side effects may include: dizziness, drowsiness; cold symptoms stuffy nose, sneezing, sore throat; feeling restless anxious; muscle stiffness, tremors shaking; uncontrolled muscle movements, trouble walking, balance, speech; abnormal movements eyes; weight gain; upset stomach , constipation ; fast heart rate ; pain tenderness medicine injected.",Schizophrenia
loxapine,"hives ; difficult breathing; swelling face, lips, tongue, throat. High doses long-term use loxapine cause serious movement disorder may reversible. The longer use loxapine, likely develop disorder, especially woman older adult. Loxapine may cause serious side effects. Call doctor have: uncontrolled muscle movements arms legs, face (chewing, lip smacking, frowning, tongue movement, blinking eye movement); fast heart rate ; light-headed feeling, like might pass out; confusion, slurred speech; agitation , trouble sleeping; seizure (convulsions); little urinating; severe constipation ; low white blood cell counts--fever, chills, mouth sores, skin sores, sore throat , cough, trouble breathing, feeling light-headed; severe nervous system reaction--very stiff (rigid) muscles, high fever, sweating, confusion, fast uneven heartbeats, tremors, feeling like might pass out. Common side effects loxapine may include: dizziness, problems balance walking; swelling face; itching rash; tremors, muscle twitching stiffness; numbness , weakness; blurred vision; feeling restless agitated; nausea , vomiting , constipation; dry mouth, stuffy nose; insomnia .",Schizophrenia
Zyprexa Relprevv,"hives ; difficulty breathing; swelling face, lips, tongue, throat. Seek medical treatment serious drug reaction affect many parts body. Symptoms may include: skin rash , fever, swollen glands, flu-like symptoms, muscle aches, severe weakness, unusual bruising, yellowing skin eyes. Zyprexa Relprevv cause serious symptoms medicine gets bloodstream fast. During first 3 hours injection watched following signs: severe dizziness, drowsiness, weakness; confusion, anxiety , feeling angry hostile; feeling nervous shaky; trouble walking talking; seizure (convulsions); light-headed feeling, like might pass out. Call doctor have: twitching uncontrollable movements eyes, lips, tongue, face, arms, legs; trouble speaking swallowing; signs dehydration - feel thirsty hot, unable urinate, heavy sweating hot dry skin ; high blood sugar - increased thirst, increased urination, hunger, dry mouth, fruity breath odor; severe nervous system reaction - stiff (rigid) muscles, high fever, sweating, confusion, fast uneven heartbeats, tremors. Common Zyprexa side effects may include: headache , back pain ; weight gain (more likely teenagers), increased appetite; drowsiness; dry mouth, nausea , vomiting , diarrhea ; sinus pain, runny stuffy nose, cough; pain injection given.",Schizophrenia
Invega Trinza,"Invega Trinza may cause serious side effects, including: See ""Important information"" Stroke elderly people (cerebrovascular problems) lead death Neuroleptic Malignant Syndrome (NMS). NMS rare serious problem happen people receive Invega Trinza. NMS cause death must treated hospital. Call healthcare provider right away become severely ill symptoms: high fever severe muscle stiffness confusion loss consciousness changes breathing, heartbeat blood pressure problems heartbeat. These heart problems cause death. Call healthcare provider right away symptoms: passing feeling like pass dizziness feeling heart pounding missing beats uncontrolled movements tongue, face, mouth, jaw (tardive dyskinesia) metabolic changes. Metabolic changes may include high blood sugar (hyperglycemia), diabetes mellitus changes fat levels blood (dyslipidemia), weight gain. low blood pressure fainting changes blood cell counts high level prolactin blood (hyperprolactinemia). Invega Trinza may cause rise blood levels hormone called prolactin (hyperprolactinemia) may cause side effects including missed menstrual periods, leakage milk breasts, development breasts men, problems erection. problems thinking clearly moving body seizures difficulty swallowing cause food liquid get lungs prolonged painful erection lasting 4 hours. Call healthcare provider go nearest emergency room right away erection lasts 4 hours. problems control body temperature especially exercise lot spend time things make warm. It important drink water avoid dehydration. The common side effects Invega Trinza include: injection site reactions, weight gain, headache, upper respiratory tract infections, feeling restlessness difficulty sitting still, slow movements, tremors, stiffness shuffling walk. Tell healthcare provider side effect bothers go away. These possible side effects Invega Trinza. For information, ask healthcare provider pharmacist. Call doctor medical advice side effects. You may report side effects FDA 1-800-FDA-1088. Invega Trinza side effects",Schizophrenia
thioridazine,"hives ; difficult breathing; swelling face, lips, tongue, throat. High doses long-term use thioridazine cause serious movement disorder may reversible. The longer use thioridazine, likely develop disorder, especially woman older adult. Thioridazine may cause serious side effects. Call doctor have: uncontrolled muscle movements arms, legs, face (chewing, lip smacking, frowning, tongue movement, blinking eye movement); fast pounding heartbeats, fluttering chest, shortness breath, sudden dizziness (like might pass out); agitation , confusion; seizure (convulsions); decreased night vision, tunnel vision, watery eyes , increased sensitivity light; little urinating; low white blood cell counts--fever, chills, mouth sores, skin sores, sore throat , cough, trouble breathing, feeling light-headed; severe nervous system reaction--very stiff (rigid) muscles, high fever, sweating, confusion, fast uneven heartbeats, tremors, feeling like might pass out. Common side effects thioridazine may include: drowsiness; dry mouth, blurred vision; nausea , vomiting , constipation , diarrhea ; breast swelling discharge; changes menstrual periods; swelling hands feet.",Schizophrenia
Aristada Initio,"Along needed effects, medicine may cause unwanted effects. Although side effects may occur, occur may need medical attention. Check doctor nurse immediately following side effects occur: More common Difficulty speaking drooling loss balance control muscle trembling, jerking, stiffness restlessness shuffling walk stiffness limbs twisting movements body uncontrolled movements, especially face, neck, back Less common Blurred vision dizziness fast, pounding, irregular heartbeat pulse headache inability move eyes increased blinking spasms eyelid nervousness pounding ears sticking tongue trouble breathing swallowing unusual facial expressions Rare Fast heartbeat high fever increased sweating lip smacking puckering loss bladder control muscle spasm jerking arms legs puffing cheeks rapid worm-like movements tongue seizures severe muscle stiffness sudden loss consciousness tiredness uncontrolled chewing movements uncontrolled movements arms legs unusually pale skin Incidence known Hives welts, itching, skin rash itching, puffiness, swelling eyelids around eyes, face, lips, tongue large, hive-like swelling face, eyelids, lips, tongue, throat, hands, legs, feet, genitals redness skin tightness chest unusual tiredness weakness Some side effects may occur usually need medical attention. These side effects may go away treatment body adjusts medicine. Also, health care professional may able tell ways prevent reduce side effects. Check health care professional following side effects continue bothersome questions them: More common Belching deep fast breathing dizziness difficulty bowel movement dry mouth fear fever headache heartburn inability sit still indigestion irritability lightheadedness need keep moving numbness feet, hands, around mouth runny nose shaking sore throat stomach discomfort, upset, pain trouble sleeping weight gain Less common Accidental injury bloating swelling face, arms, hands, lower legs, feet body aches pain congestion coughing difficulty moving hoarseness increased appetite joint pain muscle ache, cramps, pain, stiffness sneezing stuffy nose swollen joints tender, swollen glands neck tingling hands feet tremor unusual weight gain loss voice changes Other side effects listed may also occur patients. If notice effects, check healthcare professional. Call doctor medical advice side effects. You may report side effects FDA 1-800-FDA-1088. Aristada Initio side effects",Schizophrenia
FazaClo,"fever, flu-like symptoms, extreme weakness; mouth sores, skin sores; new worsening cough, trouble breathing; pain burning urinate; vaginal itching discharge. Further doses may delayed infection clears up. High doses long-term use FazaClo cause serious movement disorder may reversible. The longer use clozapine, likely develop disorder, especially woman older adult. Clozapine increase risk seizure, especially high doses. Avoid activity could dangerous seizure lose consciousness. Call doctor have: uncontrolled muscle movements face (chewing, lip smacking, frowning, tongue movement, blinking eye movement); seizure (blackout-out convulsions); severe constipation; dry hard bowel movements, painful gas; nausea , vomiting , stomach pain bloating ; heart problems - chest pain, fast pounding heartbeats, fluttering chest, slow heartbeats, shortness breath, sudden dizziness (like might pass out); liver problems - loss appetite, stomach pain (upper right side), tiredness, itching, dark urine, clay-colored stools, jaundice (yellowing skin eyes); severe nervous system reaction - stiff (rigid) muscles, high fever, sweating, confusion, fast uneven heartbeats, tremors, feeling like might pass out; signs blood clot lung - chest pain, sudden cough, wheezing, rapid breathing, coughing blood . Untreated constipation may lead serious bowel complications, hospitalization, death. Tell doctor right away bowel movements least 3 times per week. Common FazaClo side effects may include: weight gain; dizziness, tremor; fast heart rate ; headache , drowsiness; nausea, constipation; dry mouth, increased salivation; vision problems; fever, increased sweating.",Schizophrenia
Perseris,"hives ; difficult breathing; swelling face, lips, tongue, throat. Perseris may cause serious side effects. Call doctor have: uncontrolled muscle movements face (chewing, lip smacking, frowning, tongue movement, blinking eye movement); breast swelling tenderness (in men women), nipple discharge, impotence , lack interest sex, missed menstrual periods; severe nervous system reaction--very stiff (rigid) muscles, high fever, sweating, confusion, fast uneven heartbeats, tremors, feeling like might pass out; high blood sugar--increased thirst, increased urination, dry mouth, fruity breath odor; low blood cell counts--fever, mouth sores, skin sores, sore throat , cough, easy bruising, unusual bleeding, trouble breathing, feeling light-headed; penis erection painful lasts 4 hours longer. Serious side effects may likely older adults. Common side effects Perseris may include: headache ; dizziness, drowsiness, tired feeling; tremors, twitching uncontrollable muscle movements; depressed mood, agitation , anxiety , restless feeling; muscle joint pain; dry mouth, upset stomach , constipation ; weight gain; pain arms legs.",Schizophrenia
thiothixene,"hives ; difficult breathing; swelling face, lips, tongue, throat. High doses long-term use thiothixene cause serious movement disorder may reversible. The longer use thiothixene, likely develop disorder, especially woman older adult. Thiothixene may cause serious side effects. Call doctor have: uncontrolled muscle movements face (chewing, lip smacking, frowning, tongue movement, blinking eye movement); stiffness neck, tightness throat, trouble breathing swallowing; seizure (convulsions); light-headed feeling, like might pass out; severe constipation ; low white blood cell counts--fever, chills, mouth sores, skin sores, sore throat , cough, trouble breathing; severe nervous system reaction--very stiff (rigid) muscles, high fever, sweating, confusion, fast uneven heartbeats, tremors, feeling like might pass out. Common side effects thiothixene may include: dry mouth; blurred vision; nausea , vomiting , diarrhea , constipation; fast heartbeats, feeling restless; breast swelling discharge; changes weight appetite; swelling hands feet.",Schizophrenia
amisulpride,"hives ; difficult breathing; swelling face, lips, tongue, throat. Amisulpride may cause serious side effects. Call doctor have: sudden dizziness (like might pass out); fast pounding heartbeats, fluttering chest; shortness breath; low potassium level--leg cramps, constipation , irregular heartbeats, fluttering chest, increased thirst urination, numbness tingling, muscle weakness limp feeling. Common side effects amisulpride may include: low potassium; feeling light-headed; stomach bloating ; pain medicine injected.",Schizophrenia
Versacloz,"fever, flu-like symptoms, extreme weakness; mouth sores, skin sores; new worsening cough, trouble breathing; pain burning urinate; vaginal itching discharge. Further doses may delayed infection clears up. High doses long-term use clozapine cause serious movement disorder may reversible. The longer use Versacloz, likely develop disorder, especially woman older adult. Versacloz increase risk seizure, especially high doses. Avoid activity could dangerous seizure lose consciousness. Versacloz may cause serious side effects. Call doctor have: uncontrolled muscle movements face (chewing, lip smacking, frowning, tongue movement, blinking eye movement); seizure (blackout-out convulsions); severe constipation; dry hard bowel movements, painful gas; nausea , vomiting , stomach pain bloating ; heart problems--chest pain, fast pounding heartbeats, fluttering chest, slow heartbeats, shortness breath, sudden dizziness (like might pass out); liver problems--loss appetite, stomach pain (upper right side), tiredness, itching, dark urine, clay-colored stools, jaundice (yellowing skin eyes); severe nervous system reaction--very stiff (rigid) muscles, high fever, sweating, confusion, fast uneven heartbeats, tremors, feeling like might pass out; signs blood clot lung--chest pain, sudden cough, wheezing, rapid breathing, coughing blood . Untreated constipation may lead serious bowel complications, hospitalization, death. Tell doctor right away bowel movements least 3 times per week. Common side effects Versacloz may include: weight gain; dizziness, tremor; fast heart rate ; headache , drowsiness; nausea, constipation; dry mouth, increased salivation; vision problems; fever, increased sweating.",Schizophrenia
Adasuve,"hives ; difficult breathing; swelling face, lips, tongue, throat. Tell caregivers right away have: light-headed feeling, like might pass out; blurred vision, tunnel vision, eye pain , seeing halos around lights; bronchospasm (wheezing, cough, chest tightness, trouble breathing); little urination; seizure (convulsions); severe nervous system reaction - stiff (rigid) muscles, high fever, sweating, confusion, fast uneven heartbeats, tremors, feeling like might pass out. Common Adasuve side effects may include: drowsiness; sore throat ; unusual unpleasant taste mouth.",Schizophrenia
Secuado,"hives ; fast heartbeats, feeling light-headed; wheezing, difficult breathing; swelling face, lips, tongue, throat. High doses long-term use asenapine cause serious movement disorder may reversible. The longer use Secuado, likely develop disorder, especially woman older adult. Secuado may cause serious side effects. Call doctor have: uncontrolled muscle movements face (chewing, lip smacking, frowning, tongue movement, blinking eye movement); light-headed feeling, like might pass out; breast pain swelling, nipple discharge; low white blood cell counts--fever, chills, mouth sores, skin sores, sore throat , cough, trouble breathing; severe nervous system reaction--very stiff (rigid) muscles, high fever, sweating, confusion, fast uneven heartbeats, tremors, feeling like might pass out. Common side effects Secuado may include: muscle stiffness, jerky muscle movements; weight gain; skin pain, redness, itching, swelling, irritation patch worn.",Schizophrenia
Invega Hafyera,"Invega Hafyera may cause serious side effects, including: See Important information. Cerebrovascular problems (including stroke) elderly people dementia-related psychosis lead death. Neuroleptic Malignant Syndrome (NMS), serious condition lead death. Call healthcare provider go nearest hospital emergency room right away following signs symptoms NMS: high fever confusion changes breathing, pulse, heart rate, blood pressure stiff muscles sweating Problems heartbeat. These heart problems cause death. Call healthcare provider right away symptoms: passing feeling like pass dizziness feeling heart pounding missing beats Uncontrolled body movements (tardive dyskinesia). Invega Hafyera may cause movements cannot control face, tongue, body parts. Tardive dyskinesia may go away, even stop treatment. Tardive dyskinesia may also start stop treatment. Problems metabolism high blood sugar (hyperglycemia) diabetes. Increases blood sugar happen people receive Invega Hafyera. Extremely high blood sugar lead coma death. Your healthcare provider check blood sugar start regularly treatment. Call healthcare provider symptoms high blood sugar treatment: feel thirsty need urinate usual feel hungry feel weak tired feel sick stomach feel confused, breath smells fruity increased fat levels (cholesterol triglycerides) blood. Your healthcare provider check fat levels blood start regularly treatment. weight gain. You healthcare provider check weight start often treatment. Decreased blood pressure (orthostatic hypotension) fainting. You may feel lightheaded faint rise quickly sitting lying position, especially early treatment dose changed. Falls. Invega Hafyera may make sleepy dizzy, may cause decrease blood pressure changing position (orthostatic hypotension), slow thinking motor skills may lead falls cause fractures injuries. Low white blood cell count. Your healthcare provider may blood tests first months treatment. Increased prolactin levels blood (hyperprolactinemia). Invega Hafyera may cause rise blood levels hormone called prolactin (hyperprolactinemia) may cause side effects including missed menstrual periods, reversible reduction fertility females able become pregnant, leakage milk breasts, development breasts men, problems erection. Invega Hafyera make sleepy dizzy, slow thinking motor skills. Do drive, operate heavy machinery, dangerous activities know Invega Hafyera affects you. Seizures (convulsions). Difficulty swallowing cause food liquid get lungs. Prolonged painful erection lasting 4 hours (priapism). Call healthcare provider go nearest emergency room right away erection lasts 4 hours. Problems controlling body temperature feel warm. See, What I avoid receiving Invega Hafyera? The common side effects include: upper respiratory tract infections weight gain feeling restlessness difficulty sitting still tremors shuffling walk injection site reactions headache slow movements stiffness These possible side effects. Call doctor medical advice side effects. You may report side effects FDA 1-800 FDA-1088. Invega Hafyera side effects",Schizophrenia
Keppra,"mood behavior changes, depression, anxiety , panic attacks , trouble sleeping, feel agitated, hostile, irritable, hyperactive (mentally physically), thoughts suicide hurting yourself. Call doctor have: unusual changes mood behavior (unusual risk-taking behavior, irritable talkative); confusion, hallucinations, extreme drowsiness, feeling weak tired; loss balance coordination, problems walking movement; skin rash, matter mild; easy bruising, unusual bleeding; fever, chills, weakness, signs infection. Common Keppra side effects may include: dizziness, drowsiness, tiredness, weakness; feeling aggressive irritable; loss appetite; stuffy nose; infection.",Seizures
Diastat,"Along needed effects, medicine may cause unwanted effects. Although side effects may occur, occur may need medical attention. Check doctor immediately following side effects occur: Less common Anxiety blurred vision changes patterns rhythms speech confusion cough crying delusions dementia depersonalization difficulty breathing difficulty speaking dizziness, faintness, lightheadedness getting suddenly lying sitting position dry mouth dysphoria false unusual sense well-being feeling warmth heat flushing redness skin, especially face neck headache irregular heartbeat irritability lack coordination mental depression mood mental changes nervousness noisy breathing paranoia quick react overreact emotionally rapidly changing moods restlessness seizures shakiness unsteady walk slurred speech sweating tightness chest trouble breathing trouble speaking trouble sleeping unsteadiness, trembling, problems muscle control coordination unusual tiredness weakness Rare Bladder pain bloody cloudy urine difficult, burning, painful urination fever chills frequent urge urinate increase body movements lower back side pain painful difficult urination pale skin swollen, painful, tender lymph glands neck, armpit, groin unusual bleeding bruising Symptoms overdose Change loss consciousness sleepiness unusual drowsiness Some side effects may occur usually need medical attention. These side effects may go away treatment body adjusts medicine. Also, health care professional may able tell ways prevent reduce side effects. Check health care professional following side effects continue bothersome questions them: Less common Diarrhea feeling constant movement self surroundings hiccups lack loss strength rash runny stuffy nose sensation spinning sneezing Rare Bigger, dilated, enlarged pupils (black part eye) increased sensitivity eyes light itching skin loss appetite vomiting weight loss Other side effects listed may also occur patients. If notice effects, check healthcare professional. Call doctor medical advice side effects. You may report side effects FDA 1-800-FDA-1088. Diastat side effects",Seizures
Dilantin,"skin rash, fever, swollen glands, muscle aches, severe weakness, unusual bruising, yellowing skin eyes. Report new worsening symptoms doctor, as: mood behavior changes, anxiety , panic attacks , trouble sleeping, feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally physically), depressed, thoughts suicide hurting yourself. Call doctor have: slow uneven heartbeats, chest pain, fluttering chest, dizziness (like might pass out); skin rash, matter mild; fever, chills, sore throat, swollen glands; red swollen gums, mouth sores; easy bruising, unusual bleeding, purple red spots skin; liver problems - loss appetite, upper stomach pain, dark urine, clay-colored stools, jaundice (yellowing skin eyes). Common Dilantin side effects may include: drowsiness, confusion; slurred speech; abnormal eye movement; problems balance, coordination, muscle movement.",Seizures
Trokendi XR,"mood behavior changes, anxiety , panic attacks , trouble sleeping, feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally physically), depressed, thoughts suicide hurting yourself. Call doctor have: skin rash, matter mild; vision problems, blurred vision, eye pain redness, sudden vision loss (can permanent treated quickly); confusion, problems thinking memory, trouble concentrating, problems speech; dehydration symptoms--decreased sweating, high fever, hot dry skin ; signs kidney stone--severe pain side lower back, painful difficult urination; signs much acid blood--irregular heartbeats, feeling tired, loss appetite, trouble thinking, feeling short breath; signs much ammonia blood-- vomiting , unexplained weakness, feeling like might pass out. Common Trokendi XR side effects may include include: dizziness , drowsiness, tiredness, slow reactions; problems speech memory, abnormal vision; numbness tingling arms legs, decreased sensation (especially skin); changes sense taste, feeling nervous; nausea , diarrhea, stomach pain, loss appetite; fever, weight loss ; cold symptoms stuffy nose, sneezing, sore throat.",Seizures
Valtoco,"hives ; difficult breathing; swelling face, lips, tongue, throat. Diazepam slow stop breathing, especially recently used opioid medication alcohol. A person caring seek emergency medical attention slow breathing long pauses, blue colored lips, hard wake up. Call doctor person receiving medicine has: extreme weakness drowsiness; unusual changes mood behavior; new worsening symptoms depression anxiety ; thoughts suicide hurting yourself; sleep problems; new worsening seizures. Drowsiness dizziness may last longer older adults. Use caution avoid falling accidental injury. Common Valtoco side effects may include: drowsiness; headache ; discomfort nose. After stop using Valtoco, get medical help right away symptoms as: unusual muscle movements, active talkative, sudden severe changes mood behavior, confusion, hallucinations, seizures, suicidal thoughts actions. Some withdrawal symptoms may last 12 months longer stopping medicine suddenly. Tell doctor ongoing anxiety, depression, problems memory thinking, trouble sleeping, ringing ears, burning prickly feeling, crawling sensation skin.",Seizures
Vimpat,"hives ; difficulty breathing; swelling face, lips, tongue, throat. Seek medical treatment serious drug reaction affect many parts body. Symptoms may include: skin rash , fever, swollen glands, muscle aches, severe weakness, unusual bruising, yellowing skin eyes. Report new worsening symptoms doctor, as: mood behavior changes, depression, anxiety , panic attacks , trouble sleeping, feel impulsive, irritable, agitated, hostile, aggressive, restless, hyperactive (mentally physically), thoughts suicide hurting yourself. Call doctor have: light-headed feeling, like might pass out; severe dizziness; problems balance muscle movement; chest pain, shortness breath; fast pounding heartbeats; slow heartbeats; dark urine. Common Vimpat side effects may include: headache , dizziness; drowsiness; double vision; nausea .",Seizures
midazolam,"hives ; difficult breathing; swelling face, lips, tongue, throat. Midazolam slow stop breathing, especially recently used opioid medication, alcohol, drugs slow breathing. Your caregivers watch symptoms weak shallow breathing. Tell medical caregivers right away have: cough, wheezing, trouble breathing; slow heart rate ; light-headed feeling, like might pass out; tremors; confusion, agitation , hallucinations, unusual thoughts behavior. Drowsiness dizziness may last longer older adults. Use caution avoid falling accidental injury. Common side effects midazolam may include: amnesia forgetfulness procedure; drowsiness, dizziness; nausea , vomiting ; blurred vision.",Seizures
